twitts,sentiment
"Tmrrw morning 5:30-6:30am men come 2the weekly prayer meeting, @ Hillsong Chapel Hills great things are happening!  ",1
Planning to go somewhere for holiday in Jul / Aug but then the H1N1 is getting worse!  Can't forsee what will happen ,0
@zackalltimelow i know right! ,0
@SandiMon are you asleep yet? are you well yet?     it sucks you're sick - going to work tomorrow?,1
@jennaburgus P.S.  I'm so jealous that you're going to IMATS!  Sometimes I really hate living on the east coast.  ,0
@enjoyyourbunny oh no  I think watermelon does not like my stomach. I didn't even eat any today and I still had to go. Ugh.,0
my tv always freezes while i'm watching inbetweeners ,0
@RedMummy Awwww hay fever?  x,0
"yes, i do look like an unattractive walrus in my photo ",1
Gross first period pe block day ,0
@RatheeshP The best would have been External Affairs ministry! Disappointing  ...  ,0
"@meekorouse Very cute - I don't think I can make it to MakerFaire, sadly ",0
@cmaecy Alex is the one whom i'm gonna miss so much when it comes to the band ,0
Caught up in the rat race feeling like a no-one.  (good song tho),0
bad bad bad BAD mood. ,0
I kinda want to vomit everywhere. ty flu ,0
"@cassiehl Well, apparently, my Xbox is at the house of someone called Sol, who I'm pretty sure I've never met, so I can't play either ",0
"Boy, I'm on a Tweeting roll this morning! Better lay off the coffee. Think I'll pry my butt off this chair now and go do something ",1
@Iconaholic HA! no... they're $9.99 an envelope ,0
@aussiemcflyfan YES  i loved it did you go?,1
And......the parents Are NOT happy...very not happy actually.  uh oh.,0
@shannyrpi no  whose on the bill 2nite?,1
@luannemanlapaz with a heart as golden as yours. how could you not  miss you lulu bird!,1
@hdconnelly Why would anyone try to offend you? ,1
lunch on my own again  not used to this,0
@merkatgasson been here hahaha i hate liiife ,0
I just helped @therecordlife get up to 2600! Help them get further with me... VOTE VOTE VOTE  http://www.musiqtone.com/music/musiclounge/,1
@OhSweetNibblets ok thanks  do you like my new pic? http://twitpic.com/4jewc,1
"Morning everyone, or afternoon or good evening, thats the beauty of twitter, it's world wide ",1
"@hopeless_hearts hey,got your text. cannae hen, family are comin over  i've got nae money to come to livi anyway  xxxx",1
"@ixn emang dasarnya males apa gimanaa? HAHA. anw, thanks for following me. ",1
weekend=amazing....did some gardening with father / sunbathed / had a waterfight / BBQ - what more could i ask for ,1
Packing up my life. Ready for the move but so not into packing right now.  hope all you tweeps are having a goodnight.,0
Starting a new trend:  #teamJon ,1
4 : 13 and i'm in my boring maximum time!! huuugghh!! ,0
@ReignBow85 girl I'm never gonna get the bish me a la ,0
@CraigAVP can you @reply me sweetie? ,1
@ahh_lyss_ahh Let the Lyndsie thing go please ,0
@malibudude Thanks for the #FollowFriday ,1
Rest day! Weeeee! ,1
wants to eat Smoresss cake ,0
going for a cup of coffea or I'll be sleeping in no time ,0
@ImajicArt yeah   could be worse - you could be listening to your 3 year old poo while playing the DS ,0
"@NDimes ooh yeh, lets add wine to the list ",1
@erickasam @tams6979 awe poor kids! I hope you all get better soon  being sick is no fun.,0
"ouvindo cd da CINE , doming̣o show enṭao ????  DEMORED !",1
@swallow aw cody is me bro ,0
"@cupcakechaser haha  it's true, i went with clari and marissa tonight for the 2nd time and even clari said so!! haha",1
"Got a slush ice drink, yum. ",1
welcome to twitter @izzybang! we can Kepp in touch more.  @adamohsnap add izzy!!,1
@ladyyueh I would love a code ,1
Its weird waking up in a new place and having no mom to make you breakfast ,0
now only 2 hours till work - sad panda ,0
"loving the weather, looking forward to the BBQ with family ",1
@DJTLaC oh wow. Thanks  &lt;3,1
Just signed up for @hootsuite! @Splitweet wouldn't let me in  http://hootsuite.com/,0
@chris_alexander Better still if you could use a FOAF+SSL @bblfish - talk to the nice Twitter people ... ,1
"Used Pwnage to upgrade to 3.0 to use my non-iPhone plan AT&amp;T sim. Guess they don't like that, I have phone but no data.  Back to 2.2.1 ",0
omg. i JUST finished posting the pics from the LA/VEGAS trip... ,1
@dannykurily http://twitpic.com/4iqx2 - ouchhh! poor danny ,0
@hilsa Peabody's awesome!  The two years have gone by too quickly   Are you ready to leave PV?,0
@ChelseaParadiso Good Night ,1
@AQuietMadness Most people are lol. How tall are you? We're not allowed. The top is the same as the skirt ,0
"Eww, it's raining outside  It was SO pretty yesterday...",0
life is amazing at the moment... ,1
"@filthycharm oh my, I didnt know it was that bad  a screw?! bless your heart.",0
"Afternoon,i just woke up  lol gonna be sun bathing allll day got school 2morra!! =( but cant wait to see lizzie n Pria n Selam!=Di miss em",1
anti biotics again.   going to take the high altitude sickness diploma/course in la suisse.very happy.lost a friend..very unhappy,0
My phone is dead ,0
Commencements!!!  woo were graduatinggggg,1
I had the weirdest and sickest dream last night. And I don't mean sick in a good way.   ,0
@laurakconnolly we've had such a week dude. it's sad that it;s come to an end though ,0
on the fone wit fatz kauze he makes my tears turn to smiles  p.s. im still super lesbian he's jus a friend,1
@BisexualManiac oh really?  when was the last time you had a smoke?,1
"I HATE washin clothes  , takes fo evr lol",0
College tomorrow...not fun. Painting nails nice and bright atm ,1
"Damn, missed my 10k tweet mark by 30 tweets ",0
i miss you too @brookebelch!! ,0
"@tommcfly Would love it if you guys toured here, really! Philippines tour? ",0
 RELENTLESS BBQ Sunday at Orchard Beach! WAR exclusive! no one else! hit a nigga up for details!,1
Looking forward for THURSDAY but not for the 16 hour flight ,0
Im angry! and i dont know how to tell the person im angry @ that i am. they have no clue... grrrrrrr ,0
"on the way to Jakarta, and it's crowded. ughh! i wanna go home, im tired, really i am. and my bb is still not working ",0
i hate waiting for the mail. ,0
@QueenofScots67 I missed the questions ,0
"@suzubara yes, yes I am ",1
@shereece_arnold And congratulations well done! ,1
"@richardsager How ambitious of you! I wouldn't dream of working that hard. The thought of it is, well, revolting. And now to the hammock ",1
@AllenBlueLight omg i'm so in love with &quot;Goodbye&quot; i want more!! ,1
@smrattshyne yes didnt u know that ,1
@imemocuzursad  I am so sorry honey!!!,0
@astynes Fark that angers me... it sounds so close to home.  I'm sorry A. *hugs* Wanna run away with me to Ibiza?,0
yay i founds some people and some people found me  i don't know how to send direct messages though :/,1
"@T_XaNa Awwww, thanks T̢nia!  weeee",1
Outside examination centre getting bored..  #battleground,0
@JusDaZzlinG ,0
Yet another great walking week  32.9 miles in 5 days!,1
gaaaaahhhh . I have no beers  What's a girl to do?!!?!,0
"Wow this holiday break for me is soo boring, I ended up watching celebrity plastic surgery on channel 10 before ",0
Feeling tired. My voice is gone - sounding hoarse - but sold lots of CD's!  www.myspace.com/deepimpakt - gonna recover today!,1
Last day of work before vacation. I can't even tweet... I have no energy. ,0
Watching The Unit ,1
@scfisher gah really u guys are? bummer. yea we totally will i'll lyk when I'm in town ,1
@MBSG i tried to go your facebook page via the artist.to link and it's not working  mind sending me the long link?,0
"@melissaschwartz Sounds good, can nearly smell your coffee via twiter ",1
@zoeneo ahh.. i see..  cool!,1
I don't think I can go on Sunday. My cars dying and I have work at 1. ,0
good bye for now! my dear friend.  plz Take care always! :'((,0
@SulejmanHot okay cool well if youre ever lookin for some girl-input im urs lol  curious to see it yeah let me know defo sounds like a gd1,1
@nbarumorzone Hey! you ,1
@bilalhouri LOOOL @Eresse just recommended the same ,1
"@DrCandiCouture so i'm on the phone with my sis, reading your tweets she said maybe you couldn't see over the stove...thats funny ",1
@DazzleMeThis ok sounds goood to me  hehe,1
@geekinpink804  i can't.,0
@filmutopia This is really good! I like it. Can actually visualize it. ,1
@CarolHoward tell him you are being green by not using so much electricity!  I never use a blowdryer anymore.  ,1
"p p p poker face. Everyone is listening to this now. Aww, p p p poker face. 18 more mins to meet Gina aunty!  - http://tweet.sg",1
I look at life a lot differently than others. I can live like that ,1
Playing with play-doh with Faithers! ,1
@tashatwilight I am now ,1
@davenavarro6767 wish i was there ,0
@lancelotmsm http://twitpic.com/4hesn - That's awful! ,0
"@anagori damn!  I was hoping you'd get me a job as a professor  teaching advanced Portuguese in the 3rd biggest university in Brazil, no?",0
@ncteacher77 roflmao ,1
back to work tomorrow ,0
"Feet are killing me. Walking with no trainers on is agony, poor poor feet ",0
"tweet tweet guys, my dog is scared of the hover (n) ",0
still has clogged ears it's fucking horrible ,0
"Free? Yes, FREE.  http://tinyurl.com/mluhzw",1
I don't think it could be a more gorgeous day out. Concert in the park @ noon ,1
must bet andy hes on 647 must be andy i have to be a twammer for a wile so if you can just saty relax that wil be good ,1
got an exam tomorrow  my last one........ im gonna do so bad!,0
"@joeymcintyre Reeses our cat had her kittens last nite! 5 out of 6 made it. So we got Jordan, Donnie, Joey, Jon, and Danny! ",1
@camkmeleon Yup... ,0
just passed a house that had partially burned down ,0
@adebanani yeah we good!thankyou for the very spiritful text ,1
"@baschz hmmm sent the email, but i'll try again. it was the robot design ",1
Daddy is feeling brave n feeding me in the buff!!! Is he crazy http://yfrog.com/b8tjqj. I'll teach him n tell u all about it soon   .),1
My hair is so short. ,0
So pleased with free 17 nail varnish 'luau' ,1
@WildZBill I agree. Nobody follow me if I am suggested  LOL,0
@sammi92 I know  im broke!,0
hmmm new moon trailer  yum. and i realised today i am actually REALLY scared of aliens.,1
@didicantdrive Sorry I couldn't make it ,0
"@Harmzyboo1 yeah, only bad thing about being on american idol I couldn't twitter to ya'll. ",0
@MaryBethChapman Awww...poor puppy...bet his stomach hurts!  ...*giggles*,0
Beyond exhaustion  work at 9am,0
"@beatrixkiddo Hayfever is nastayy, I have it too right now  takes the fun out of going out &amp; about, better darn wear off soon!",0
@Writerbabe My plans involve a Barbecue-lol ,1
bye2x mrs. fields ! i will miss you ver much  * crying .,0
with my baby @phear_one ,1
#smx so bummed I cannot be there ... next year   Hope to read a lot of great tweets about things though!,0
"@SusieBlackmon Saw your Whole Bloomin' Thing pics. They're great! I may have to post my deluge shots, too ",1
trying to figure how to drag the awfully boring story longer for my homework. ,0
@Capital_M  TR's latest post in the thread about the twitter winners ,0
and now.. going to get warm up for taking parts at my boy's school sport day. ,1
i heard a rooster ,1
"67 messages. Decent. I'd rather have all my messages during the day, though. Hmph. ",0
@AngieLUVsLouis John and Kate have 40 episodes already signed for. The show will still b on. But hopefully this wont b the last season. ,0
I finished a wholesale order for Blythe Mary Jane shoes for 40 pairs. Lots of pretty colors &amp; glitters ,1
